countrynum,statenum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,LandTypeID,RouteTypeID,RouteTypeDetailId,RtCode,area.buff,area.PA.TOT,prop.PA.TOT,area.PA.I.IV,prop.PA.I.IV,Alt_mean,mainoccG,sp_richness.NONNAT,abundance.NONNAT,sp_richness,abundance,hf00,hf05,hf10,hf13,hf09,npp,Alt_mean2
840,27,33,LACROSS,1,32.1823297,-84.2682799,4,27,0,1,1,27_33,6326149.793,0,0,0,0,157.1,For,31,242,31,242,12,12,11.5,11.5,8.23290453,2.080093384,24680.41
840,27,331,CANDLER,1,34.1726911,-83.8381378,11,29,0,1,1,27_331,5311793.916,0,0,0,0,318,Herb,44,385,43,338,34,35,35,35,28.21428585,2.668184042,101124
840,27,332,ROCK BRANCH,1,34.1982791,-82.7559864,11,29,0,1,1,27_332,4422847.381,0,0,0,0,176.6666667,For,31,246,31,246,12,12,12,12,5.619067788,2.849347949,31211.11111
840,27,333,HEBRON,1,34.3932407,-83.1032176,11,29,0,1,1,27_333,4558698.278,0,0,0,0,256.1666667,Herb,27,289,25,245,20,20,19,19,18.5326034,2.435346961,65621.36111
840,27,335,PLEASANT HILL,1,34.906261,-84.5124264,23,28,0,1,1,27_335,5456846.157,0,0,0,0,714.4285714,For,31,163,31,163,10,10,10,10,3.250460768,3.532634139,510408.1837
840,27,336,AMOS MILL,1,34.6117851,-85.497565,13,28,0,1,1,27_336,6501742.569,381018.4938,0.058602519,0,0,599.25,For,36,232,36,232,10,10,10,10,5.149260938,3.23843503,359100.5625
840,27,34,JACKSONBORO,1,32.8829954,-81.637766,4,27,0,1,1,27_34,3888274.017,0,0,0,0,34.4,For,34,208,34,208,9,9,9,9,4.27258563,2.395259261,1183.36
840,27,35,MACON,1,32.9464727,-83.6478349,4,27,0,1,1,27_35,4668047.416,0,0,0,0,156.8,For,35,253,35,253,20,19.5,18,19,10.3123106,2.685408592,24586.24
840,27,36,BOWDON,1,33.5381995,-85.2533567,11,29,0,1,1,27_36,4319113.738,0,0,0,0,308.3333333,Herb,41,401,39,392,31.5,24.5,32,32,26.5,2.80905509,95069.44444
840,27,37,LINWOOD,1,34.6689717,-85.3463759,13,28,0,1,1,27_37,4471360.259,362788.0116,0.081135939,0,0,261.8333333,Herb,34,221,34,221,23,21,22,21,12.45600948,3.034817934,68556.69444
840,27,38,TAZEWELL,1,32.3152912,-84.5636584,4,27,0,1,1,27_38,4977609.386,0,0,0,0,184.1428571,For,40,437,39,436,19,17,19,19,22.8,2.388287306,33908.59184
840,27,39,SHANNON,1,34.3863104,-85.0490155,13,28,0,1,1,27_39,6161366.037,0,0,0,0,211.4444444,Herb,34,311,33,307,26,25.5,24.5,28,18.9710192,3.17753458,44708.75309
840,27,4,STOCKTON,1,30.9276387,-83.0293039,3,27,0,1,1,27_4,5667117.979,0,0,0,0,56.66666667,For,25,255,25,255,13.5,13.5,14.5,14,13.10403197,3.262426138,3211.111111
840,27,40,BAXTER,1,34.7642707,-84.0687099,23,28,0,1,1,27_40,4970842.648,0,0,0,0,789.4285714,For,22,174,22,174,8,8,8,8,3.119544903,3.793307066,623197.4694
840,27,41,MOUNTAIN CTY,1,34.9172777,-83.4074789,23,28,0,1,1,27_41,6601209.033,1537903.218,0.232972961,1537903.218,0.232972961,776.9090909,For,36,262,36,262,26,20,20,19,10.52814093,3.937869191,603587.7355
840,27,44,STOCKBRIDGE,1,33.6307147,-84.2188269,11,29,0,1,1,27_44,5487504.916,0,0,0,0,269.4285714,Herb,29,249,28,242,35,35.5,36,36,28.41690772,2.287709236,72591.7551
840,27,46,JULIETTE,1,33.1053145,-83.8122125,11,29,0,1,1,27_46,4638896.684,59701.00498,0.012869656,0,0,147.1428571,For,36,286,36,286,17,16,18,17,13.81842828,2.578678608,21651.02041
840,27,48,DEEPSTEP,1,33.0291229,-82.8309704,4,27,0,1,1,27_48,4244451.424,0,0,0,0,118.2857143,For,40,284,40,284,17,16,14,13,5.71145916,2.550688982,13991.5102
840,27,49,FINLEYSON,1,32.1468537,-83.5781559,4,27,0,1,1,27_49,5287068.25,0,0,0,0,106.1428571,Herb,31,328,31,328,15,15,15,15,4.100621939,1.644562006,11266.30612
840,27,5,BAXLEY,1,31.9696201,-82.3558447,4,27,0,1,1,27_5,4475494.281,0,0,0,0,41.5,For,43,327,42,293,16,14.5,11.5,12,9.822536945,2.424581766,1722.25
840,27,50,RENTZ,1,32.1747043,-82.9529801,4,27,0,1,1,27_50,4538552.984,0,0,0,0,77.8,For,30,286,30,286,9,9,9,9,3.146164298,2.805671692,6052.84
840,27,51,WADLEY,1,32.88997,-82.3672037,4,27,0,1,1,27_51,3995266.568,0,0,0,0,80.4,Mosaic,42,306,39,301,32,32,25.5,28.5,15.8,2.075787485,6464.16
840,27,52,PITTS,1,31.9142657,-83.5531469,4,27,0,1,1,27_52,7085614.641,0,0,0,0,110.25,For,36,297,36,297,11,10.5,10.5,10.5,11.9470783,1.858636856,12155.0625
840,27,54,DOVER,1,32.6493901,-81.6930981,4,27,0,1,1,27_54,4519585.246,0,0,0,0,59,For,28,263,27,262,10,10,10,10,6.137292822,1.91031003,3481
840,27,57,BOSTON,1,30.6653217,-83.80112,4,27,0,1,1,27_57,4634576.433,659594.5049,0.142320342,0,0,57.66666667,For,27,375,27,375,9,9,9,9,8,2.487635255,3325.444444
840,27,6,FOWLSTOWN,1,30.8199147,-84.5234609,4,27,0,1,1,27_6,4710652.11,0,0,0,0,87.66666667,Mosaic,30,307,28,303,12,11,11,12,12.50270987,2.370140195,7685.444444
840,3,1,EAGLE,1,64.552796,-141.2785932,25,4,0,1,1,3_1,4312791.747,0,0,0,0,747.1666667,For,22,292,22,292,8,8,8,8,7.555555556,0.895915389,558258.0278
840,3,10,NORTHWAY,1,63.0127307,-141.8052529,25,4,0,1,1,3_10,4620107.939,146766.02,0.031766795,146766.02,0.031766795,588,For,20,255,20,255,9,9,9,9,7.702685277,1.294127305,345744
840,3,11,MACLAREN,1,63.0531897,-146.0607299,68,4,0,1,1,3_11,8642262.879,3102384.174,0.358978223,0,0,913.9565217,Shrub,13,175,13,175,8,8,8,8,2.81293761,0.585875988,835316.5236
840,3,115,SAVAGE,1,63.7379551,-149.2910681,68,4,0,1,1,3_115,4575626.433,4575626.172,0.999999943,3960931.01,0.865658739,876.5833333,Shrub,14,355,14,355,8,8,8,8,3.971819019,0.71905759,768398.3403
840,3,117,HATCHER PASS,1,61.58697,-149.4276,96,4,0,1,1,3_117,20052161.84,0,0,0,0,95.04,For,20,157,20,157,35,35,35,35,37.08755894,1.647791564,9032.6016
840,3,118,SWAN LAKE RD,1,60.5957398,-150.7868883,96,4,0,1,1,3_118,4595705.918,3287233.127,0.715283612,3287233.127,0.715283612,110.9166667,For,16,206,16,206,8,8,8,8,9.104031972,1.815370758,12302.50694
840,3,119,ANCHOR RIVER,1,59.7967661,-151.7956533,96,4,0,1,1,3_119,4681519.997,0,0,0,0,81.25,Mosaic,18,214,18,214,13,15,15,13,10.22295168,1.513072103,6601.5625
840,3,12,MONAHAN,1,63.2771884,-147.944427,68,4,0,1,1,3_12,4267038.99,0,0,0,0,912.9090909,Mosaic,17,277,17,277,8,8,8,8,3.745644808,0.576341063,833403.0083
840,3,125,YAKUTAT,1,59.4439512,-139.5646039,94,5,0,1,1,3_125,4284383.767,0,0,0,0,2,Mosaic,17,295,17,295,9,9,9,9,6.247653604,1.470472455,4
840,3,13,CANTWELL,1,63.3793062,-148.86,68,4,0,1,1,3_13,4607631.712,0,0,0,0,711.1666667,Shrub,17,284,17,284,8,8,8,8,4.888864386,0.526820883,505758.0278
840,3,131,CHINIAK,1,57.5333333,-152.45,96,2,0,1,1,3_131,8047092.02,0,0,0,0,118,Shrub,14,395,14,395,8,8,8,8,6.067747184,1.456938922,13924
840,3,142,CHENA HOT SPRING 2,1,65.0544087,-146.0599662,25,4,0,1,1,3_142,2632230.13,0,0,0,0,366.7142857,For,23,208,23,208,8,8,8,8,7.857142857,1.342212081,134479.3673
840,3,15,TOKLAT,1,63.5152626,-150.0484937,68,4,0,1,1,3_15,4627187.865,4627187.528,0.999999927,3953870.436,0.854486689,1032.583333,Shrub,17,309,17,309,8,8,8,8,6.666666667,0.291625659,1066228.34
840,3,180,DILLINGHAM,1,59.0346173,-158.5270562,25,2,0,1,1,3_180,4126466.567,0,0,0,0,22.2,Mosaic,24,311,24,311,23,22,23,22,9.523428304,0.743971467,492.84
840,3,192,KING SALMON,1,58.6704647,-156.4585984,25,2,0,1,1,3_192,5701995.533,983964.4199,0.172564923,163849.9194,0.02873554,35.18181818,Shrub,25,268,25,268,8,8,8,8,2.398233497,1.289000988,1237.760331
840,3,2,CIRCLE,1,65.7907167,-144.0890949,25,4,0,1,1,3_2,4336300.152,0,0,0,0,258.9230769,For,25,226,25,226,9,9,9,8,7.447258949,1.280081153,67041.15976
840,3,21,JUNEAU,1,58.4423687,-134.7660128,94,5,0,1,1,3_21,4401524.954,0,0,0,0,161.5555556,For,19,208,19,208,15.5,18.5,16.5,18.5,11.14995035,0.892839551,26100.19753
840,3,212,LAKE LOUISE,1,62.2317426,-146.515638,68,4,0,1,1,3_212,8131264.634,0,0,0,0,810.9090909,For,17,296,17,296,8,8,8,8,6.373790224,0.766117126,657573.5537
840,3,216,HOPE,1,60.7796745,-149.5527653,96,5,0,1,1,3_216,4229352.407,0,0,0,0,659.7272727,Shrub,17,226,17,226,4,4,4,4,0.372097281,0.682763278,435240.0744
840,3,221,MITKOF ISLE,1,56.7395445,-132.7658694,94,5,0,1,1,3_221,4251168.848,0,0,0,0,52.54545455,For,16,230,16,230,8.5,8.5,8.5,8.5,3.362588435,1.585814476,2761.024793
840,3,224,ZIMOVIA STRT,1,56.4599307,-132.3798899,94,5,0,1,1,3_224,6049988.956,0,0,0,0,112.8181818,For,21,290,21,290,17,18.5,17,12,14.12931697,1.729453802,12727.94215
840,3,23,CRAIG,1,55.5557449,-133.0848056,94,5,0,1,1,3_23,4762853.298,0,0,0,0,92.6,For,19,327,19,327,12,13,13,13,7.787740866,1.87155509,8574.76
840,3,231,Kodiak 2,1,57.8128265,-152.6177,96,2,0,1,1,3_231,5686937.354,0,0,0,0,171.7692308,Shrub,15,452,15,452,8,8,8,8,10.61582136,1.357437253,29504.66864
840,3,284,NICHOLAI SL,1,64.7706568,-157.0287273,25,4,0,2,1,3_284,10633241.81,0,0,0,0,40,Water,16,141,16,141,4,4,4,4,2.46335795,1.184578001,1600
840,3,3,CHATANIKA R,1,65.2698047,-146.727508,25,4,0,1,1,3_3,4340465.228,0,0,0,0,393.4545455,Mosaic,19,240,19,240,8,8,8,8,9,1.144438982,154806.4793
840,3,313,PETERSVILLE,1,62.3172987,-150.2366378,68,4,0,1,1,3_313,11459147.86,0,0,0,0,121.7741935,For,16,258,16,258,8,8,9,9,8.24554222,1.541215539,14828.95421
840,3,318,SEVEN LAKES,1,60.5259627,-150.5656383,96,4,0,1,1,3_318,8333480.278,5685908.26,0.68229696,5685908.26,0.68229696,110.0416667,For,13,203,13,203,9.5,9.5,9.5,9.5,11,1.877091527,12109.1684
840,3,319,KACHEMAK,1,59.6464107,-151.560698,96,4,0,1,1,3_319,12813347.73,651870.5858,0.050874338,571518.0764,0.044603338,169.40625,Shrub,22,317,22,317,34.5,34,34,34,25.57382024,1.583661437,28698.47754
840,3,321,HARLEQUIN L.,1,59.4178465,-139.0217497,94,5,0,1,1,3_321,4979570.197,0,0,0,0,29.27272727,For,20,381,20,381,0,0,0,0,1.274521059,0.707677186,856.892562
840,3,372,DIETRICH CMP,1,67.6695397,-149.71492,99,3,0,1,1,3_372,3568268.353,0,0,0,0,481.2,For,12,155,12,155,8,8,8,8,6.272822404,0.517593518,231553.44
840,3,4,BIRCH LAKE,1,64.2556227,-146.0769649,25,4,0,1,1,3_4,4661282.693,0,0,0,0,284.7272727,For,14,165,14,165,8,8,8,8,7.799963951,1.735912919,81069.61983
840,3,402,CAPE NOME,1,64.4875219,-165.3122783,99,2,0,1,1,3_402,4498331.267,3200022.673,0.71137995,0,0,4,Herb,8,67,8,67,13,13,13,13,13,0.696296751,16
840,3,403,CARIBOU MTN.,1,66.4417734,-150.6324337,99,4,0,1,1,3_403,4522748.497,0,0,0,0,441.0714286,Shrub,16,190,16,190,8,8,8,8,1.324209731,0.989419281,194544.0051
840,3,404,COLDFOOT,1,67.0166107,-150.29011,99,4,0,1,1,3_404,4302508.877,0,0,0,0,420.8333333,For,16,143,16,143,8,8,8,8,5.586949825,0.819635838,177100.6944
840,3,405,COUNCIL,1,64.5451414,-164.4368625,99,2,0,1,1,3_405,7839408.463,4590503.735,0.585567617,1155025.092,0.147335746,4.066666667,Water,10,153,10,153,9,9,9,9,8.818669319,0.720595479,16.53777778
840,3,406,DONELLY DOME,1,64.0157146,-145.7282965,25,4,0,1,1,3_406,4263281.353,0,0,0,0,378.6666667,For,16,142,16,142,25,27,27,26,16.60004501,1.771284461,143388.4444
840,3,407,UNALAKLEET RIVER,1,64.0145247,-159.809447,25,4,0,2,1,3_407,6101730.735,4235636.207,0.694169637,0,0,64.41176471,For,20,143,20,143,4,4,4,4,4.950597846,1.073695838,4148.875433
840,3,408,GALBRAITH L.,1,68.4265923,-149.3473217,99,3,0,1,1,3_408,3514032.121,3514031.862,0.999999926,0,0,824.5555556,Herb,6,69,6,69,8,10.5,12.5,14.5,6,0.315206677,679891.8642
840,3,41,L SALCHA,1,64.5464143,-146.9948586,25,4,0,1,1,3_41,5084295.009,0,0,0,0,244.5,For,16,243,16,243,10,14,12,13,4.946989679,2.190206766,59780.25
840,3,410,HATHER CREEK,1,63.5963002,-158.0780083,25,4,0,2,1,3_410,8624679.578,8624679.35,0.999999974,8624679.35,0.999999974,25.65,For,24,235,24,235,0,0,0,0,0,1.154127717,657.9225
840,3,411,HOONAH,1,57.9218687,-135.0455629,94,5,0,1,1,3_411,4354787.277,0,0,0,0,84.5,For,22,488,22,488,1,1,1,1,1.351171136,2.427349925,7140.25
840,3,412,WHALE PASS,1,56.2075277,-133.0775149,94,5,0,1,1,3_412,4363023.531,0,0,0,0,49.77777778,For,18,242,18,242,8,8,8,8,3.811733484,2.271817565,2477.82716
840,3,418,MANLEY HT SP,1,65.0076556,-150.6131749,25,4,0,1,1,3_418,5267373.455,0,0,0,0,103,For,16,107,16,107,9,9,9,9,4.564582801,1.965366602,10609
840,3,419,MOOSE CREEK,1,65.4883997,-148.65472,25,4,0,1,1,3_419,4758095.968,0,0,0,0,163.8333333,For,12,162,12,162,8,8,8,8,7.2,1.947219491,26841.36111
840,3,420,MT. FAIRPLAY,1,63.6093407,-142.3235417,25,4,0,1,1,3_420,4685518.413,0,0,0,0,907.5833333,Mosaic,20,275,20,275,8,8,8,8,7.272727273,1.033095479,823707.5069
840,3,421,MUD RIVER,1,63.583047,-157.8441809,25,4,0,2,1,3_421,5627879.549,5627879.247,0.999999946,5627879.247,0.999999946,28.33333333,For,19,205,19,205,0,0,0,0,0,1.09984006,802.7777778
840,3,422,NOME,1,64.7776327,-165.9993285,99,2,0,1,1,3_422,5239111.099,0,0,0,0,188.3333333,Herb,12,168,12,168,6,6,6,6,6.769230769,0.540046751,35469.44444
840,3,423,RUBY,1,64.4609377,-155.523896,25,4,0,1,1,3_423,4333603.221,0,0,0,0,268.3076923,For,14,243,14,243,8,8,8,8,6.8,1.726993084,71989.01775
840,3,425,SKAGWAY,1,59.5294227,-135.3507079,94,5,0,1,1,3_425,4643573.497,1369174.088,0.294853541,1369174.088,0.294853541,107.6363636,For,31,185,31,185,8,8,8,8,8.003124343,0.337044775,11585.58678
840,3,427,TELLER,1,64.8314753,-166.0880717,99,2,0,1,1,3_427,4381476.469,0,0,0,0,165.3571429,Herb,11,91,11,91,8,8,8,8,6.000011063,0.361651078,27342.98469
840,3,429,ZAREMBO,1,56.3501108,-132.7665559,94,5,0,1,1,3_429,10219509.97,0,0,0,0,140.3,For,29,232,29,232,0,0,0,0,0.230546646,1.945374012,19684.09
840,3,433,ANVIK RIVER,1,62.9209173,-160.6919837,25,4,0,2,1,3_433,5857962.634,0,0,0,0,68.875,For,22,144,22,144,0,0,0,0,0,1.112758338,4743.765625
840,3,435,CHICHAGOF IS,1,57.8376397,-135.0598309,94,5,0,1,1,3_435,4653430.841,0,0,0,0,71.77777778,For,20,452,20,452,6,6,6,6,0.474315132,2.155142784,5152.049383
840,3,444,KOTZEBUE,1,66.9018584,-162.563881,99,2,0,1,1,3_444,14103075.85,26062.06309,0.00184797,7128.707094,0.000505472,17.90625,Water,3,26,3,26,16.5,27,16,18,10.44775557,0.583415353,320.6337891
840,3,445,Kanuti Lake,1,66.2372145,-152.1177445,25,4,11,2,1,3_445,7786138.945,5011009.999,0.64358086,5011009.999,0.64358086,149.6363636,For,20,255,20,255,0,0,0,0,0,1.366818368,22391.04132
840,3,50,CORDOVA,1,60.4971524,-145.870208,96,5,0,1,1,3_50,4897520.923,791289.6338,0.161569424,791289.6338,0.161569424,79,For,18,253,18,253,12,12,12,12,7.953799427,1.086306632,6241
840,3,51,THOMPSON PAS,1,61.0587623,-145.9169019,68,5,0,1,1,3_51,4353402.402,0,0,0,0,256.9,For,8,141,8,141,8,8,8,8,7.6,0.254921257,65997.61
840,3,52,KENNY LAKE,1,61.7342231,-144.9583298,68,4,0,1,1,3_52,4502850.352,0,0,0,0,396.6666667,For,11,162,11,162,9,9,9,9,5.837576336,1.193343997,157344.4444
840,3,7,SLANA,1,62.7247807,-143.8893879,68,4,0,1,1,3_7,4448009.807,0,0,0,0,662,For,19,233,19,233,8,8,8,8,4.444444444,0.805077096,438244
840,3,8,TOWER BLUFFS,1,63.6152141,-143.9862892,25,4,0,1,1,3_8,4405104.608,0,0,0,0,487.0833333,For,13,223,13,223,6,6,6,6,6.701594141,1.504921238,237250.1736
840,3,902,NABESNA ROAD,1,62.4422837,-143.0712119,68,4,0,1,3,3_902,4347272.379,4347272.264,0.999999973,0,0,891.9,For,14,83,14,83,8,8,8,8,3.748414993,0.644623548,795485.61
840,33,1,NAPLES,1,48.5817917,-116.3974909,64,10,0,1,1,33_1,4431014.887,0,0,0,0,648.4444444,Shrub,38,251,38,251,24.5,20,21,21,14.08911514,2.620047927,420480.1975
840,33,10,BAKER,1,45.0341095,-113.5624829,65,9,0,1,1,33_10,5566852.123,0,0,0,0,1908.181818,Shrub,21,364,21,364,9,9,9,9,3.291997671,1.201648653,3641157.851
840,33,111,CABARTON,1,44.4138961,-116.0315611,65,10,0,1,1,33_111,4343447.687,0,0,0,0,1454.888889,Herb,28,310,27,309,16,16,16,16,5.142436763,1.827878952,2116701.679
840,33,119,SAWTOOTH CTY,0,43.9110934,-114.8761118,64,10,0,1,1,33_119,7499958.223,0,0,0,0,2274.916667,For,26,223,26,223,8,8,8,8,1.655185607,0.670972764,5175245.84
840,33,12,CAPE HORN,1,44.4572034,-115.0979702,64,10,0,1,1,33_12,3782137.288,3781477.327,0.999825506,1874929.454,0.495732786,2037.4,For,19,203,19,203,8,8,8,8,0.262121326,0.89406991,4150998.76
840,33,124,PASADENA VAL,1,42.953922,-115.2124573,89,9,0,1,1,33_124,25748951.56,0,0,0,0,853.5135135,Herb,5,86,5,86,17,17,17,17,9.221256267,1.076464057,728485.3178
840,33,128,BLACKFT RES,1,42.9613154,-111.7185508,89,9,0,1,1,33_128,3485598.974,0,0,0,0,1870.6,Shrub,19,150,19,150,9,9,9,9,2.250018537,0.822711617,3499144.36
840,33,13,CHALLIS,1,44.6127281,-114.1743245,65,10,0,1,1,33_13,4402674.917,0,0,0,0,1602.75,Shrub,37,161,35,156,11,11,11,11,5.336399953,0.429010823,2568807.563
840,33,14,LEADORE,1,44.722359,-113.5203605,65,9,0,1,1,33_14,4645018.595,0,0,0,0,1811.375,Herb,22,424,22,424,11,11,11,11,6.717688274,0.617864162,3281079.391
840,33,15,DUBOIS,1,44.2384571,-112.2561867,89,9,0,1,1,33_15,79923.33838,0,0,0,0,1598.5,Shrub,14,254,14,254,14.5,11.5,12,12.5,6,0.558809042,2555202.25
840,33,16,SQUIRREL,1,44.0271337,-111.2586979,65,9,0,1,1,33_16,11319560.37,0,0,0,0,1752.684211,Herb,28,314,27,253,15,15,15,15,7.530460866,1.264394701,3071901.942
840,33,17,BLACKS CREEK,1,43.455341,-116.0962005,89,9,0,1,1,33_17,5564579.546,0,0,0,0,988.3,Herb,15,124,15,124,17,13.5,17,17,15.94836807,0.926673234,976736.89
840,33,18,CENTERVILLE,1,43.7258179,-115.951094,64,10,0,1,1,33_18,4724339.102,0,0,0,0,1116.571429,For,26,196,26,196,10,10,10,10,4.064437185,1.67531991,1246731.755
840,33,2,MIVODEN,1,47.7825805,-116.6672685,64,10,0,1,1,33_2,3974427.295,454248.0509,0.114292706,0,0,714,For,38,297,38,297,19,17,17,16,5.82903644,3.154466033,509796
840,33,20,CRATERS,1,43.4619319,-113.5630006,89,9,0,1,1,33_20,5589651.443,4441694.886,0.79462824,428820.9104,0.076716932,1762.666667,Shrub,8,103,8,103,10,10,10,10,8.428571429,0.338582665,3106993.778
840,33,202,MARBLE CREEK,1,47.250284,-116.0228279,64,10,0,1,1,33_202,5449428.954,0,0,0,0,904,For,24,155,24,155,8,8,8,8,1.333333333,2.970841646,817216
840,33,204,JOEL,1,46.4470219,-116.8391482,65,9,0,1,1,33_204,4613228.52,0,0,0,0,480.4444444,Herb,30,224,28,220,16.5,15,15.5,15,8.453869343,1.778051138,230826.8642
840,33,207,SALMON RIVER,1,45.3898886,-116.034299,64,10,0,1,1,33_207,6337280.774,0,0,0,0,771.4615385,For,10,51,10,51,9,9,9,9,1.73034937,1.885396123,595152.9053
840,33,208,BURGDORF,1,45.3420792,-115.9475939,64,10,0,1,1,33_208,4543922.916,0,0,0,0,1959.375,For,29,125,29,125,6,6,6,6,0.000847537,1.07123518,3839150.391
840,33,209,COBALT,1,45.0778394,-114.0119991,64,10,0,1,1,33_209,5622963.282,0,0,0,0,2003.5,For,23,185,23,185,8,8,8,8,1.251795515,1.010334611,4014012.25
840,33,21,SPRINGFIELD,1,43.1104288,-112.7317982,89,9,0,1,1,33_21,6841755.135,0,0,0,0,1350.428571,Herb,17,146,16,143,15.5,15.5,15.5,15.5,12.12744103,1.015460968,1823657.327
840,33,211,CRANE CREEK,1,44.1957002,-116.5087254,89,10,0,1,1,33_211,4321041.288,0,0,0,0,1069.8,Shrub,19,304,19,304,11,11,11,11,3,0.961429626,1144472.04
840,33,212,YELLOW PINE,1,44.9600847,-115.4933479,64,10,0,1,1,33_212,4934766.99,0,0,0,0,1541.111111,For,21,108,21,108,8,8,8,8,0,1.467704237,2375023.457
840,33,213,SUNBEAM,1,44.2711977,-114.7338639,64,10,0,1,1,33_213,5197096.771,0,0,0,0,2020.875,For,19,106,19,106,8,8,8,8,2.742217456,1.14936024,4083935.766
840,33,214,IRON SPRINGS,1,44.2330004,-113.3704824,65,9,0,1,1,33_214,4448567.255,0,0,0,0,1939.2,Shrub,11,119,11,119,10,10,10,10,2,0.417630404,3760496.64
840,33,217,SILVER CITY,1,43.1584349,-116.5088281,89,9,0,1,1,33_217,4516645.865,3864644.824,0.855644861,0,0,1014,Shrub,11,213,11,213,12,12,12,12,5.909200231,0.711368114,1028196
840,33,218,FEATHERVILLE,1,43.4135132,-115.3610245,64,10,0,1,1,33_218,5280742.229,0,0,0,0,1459.666667,Shrub,32,168,31,166,9,9,9,9,1.250159939,1.239788413,2130626.778
840,33,219,PICABO,1,43.4007821,-114.252264,89,9,0,1,1,33_219,4981836.247,0,0,0,0,1527.222222,Herb,20,193,17,188,18,18,18,17,14.28571429,1.006233593,2332407.716
840,33,22,RIRIE,1,43.5343116,-111.7010272,89,9,0,1,1,33_22,4429308.541,71178.17856,0.016069817,0,0,1676.285714,Herb,16,126,16,126,15,15,15,15,4.678143978,0.895915359,2809933.796
840,33,220,CAREY,1,43.3387265,-113.8743621,89,9,0,1,1,33_220,4715124.465,526320.6404,0.111623912,526320.6404,0.111623912,1480.857143,Mosaic,16,133,16,133,12,12,12,12,10.70985923,0.595103323,2192937.878
840,33,221,MUD LAKE,1,43.8124267,-112.3960119,89,9,0,1,1,33_221,4344703.793,0,0,0,0,1451.285714,Herb,27,435,23,291,17,16,16,16,8.757507324,0.970964581,2106230.224
840,33,223,DOUGAL RES,1,42.6439302,-116.9936762,89,9,0,1,1,33_223,4423885.694,0,0,0,0,1520.142857,Shrub,15,188,15,188,11,11,11,11,3,0.918676198,2310834.306
840,33,224,HOT SPRING,1,42.7918728,-115.7179519,89,9,0,1,1,33_224,4834301.753,0,0,0,0,833.8571429,Shrub,22,208,22,208,12,12,12,12,4.583433072,0.77811271,695317.7347
840,33,225,CEDAR HILL,1,42.431685,-114.0888322,89,9,0,1,1,33_225,5747574.576,0,0,0,0,1266.8,Herb,30,400,26,376,16,16,16,16,9.562540599,1.044168353,1604782.24
840,33,226,ALMO,1,42.2100017,-113.8402099,88,9,0,1,1,33_226,4419671.231,0,0,0,0,1551.857143,Shrub,28,192,26,182,10.5,10.5,10.5,10.5,4.611297409,0.886072814,2408260.592
840,33,227,DANIELS RES,1,42.4988307,-112.3918149,88,9,0,1,1,33_227,4750447.161,0,0,0,0,1770.875,Shrub,21,154,20,136,9,9,9,9,3,0.896530509,3135998.266
840,33,228,PRESTON,1,42.0021387,-111.9538098,88,9,0,1,1,33_228,6239437.917,0,0,0,0,1377.777778,Herb,23,366,20,289,21,19,21,20.5,15.15738702,1.342212141,1898271.605
840,33,23,TRIANGLE,1,42.8131415,-116.6394012,89,9,0,1,1,33_23,4914792.089,0,0,0,0,1573,Shrub,22,161,22,161,11,11,11,11,3,0.781496048,2474329
840,33,25,MAGIC MTN,1,42.3311564,-114.2794532,88,9,0,1,1,33_25,5509774.776,0,0,0,0,1483,Shrub,35,307,33,303,11,11,11,11,4,0.791646183,2199289
840,33,27,POCATELLO,1,42.8548166,-112.519388,88,9,0,1,1,33_27,4194907.038,0,0,0,0,1536.285714,Shrub,22,173,19,132,29,27,29,28,27.06532822,0.882074326,2360173.796
840,33,29,COOLIN,1,48.4797897,-116.8492509,64,10,0,1,1,33_29,4422930.937,0,0,0,0,758.75,For,27,226,27,226,10,9.5,9.5,9.5,2.29886491,2.663262844,575701.5625
840,33,3,AVERY,1,47.2505272,-115.8109268,64,10,0,1,1,33_3,6938977.92,0,0,0,0,933,For,24,220,24,220,8,8,8,8,4.444444444,2.700172186,870489
840,33,4,GIFFORD,1,46.4532553,-116.5560346,65,9,0,1,1,33_4,5158403.524,0,0,0,0,781.7777778,Herb,42,265,41,263,15,15,15,15,3.30589526,2.069635868,611176.4938
840,33,6,LOLO PASS,1,46.639823,-114.5424783,64,10,0,1,1,33_6,4381490.602,0,0,0,0,1654.428571,For,35,409,35,409,8,8,8,8,5.912436485,1.800196886,2737133.898
840,33,7,GRANGEVILLE,1,45.8813157,-116.1124649,64,10,0,1,1,33_7,7085119.258,0,0,0,0,1440,For,28,163,28,163,11,10,11,11,3.122916675,2.855807185,2073600
840,33,8,GOLDEN,1,45.8118141,-115.681061,64,10,0,1,1,33_8,6432887.097,0,0,0,0,1245.818182,For,27,179,27,179,8,8,8,8,8,2.831815958,1552062.942
840,33,901,TWIN BUTTES,1,43.521597,-112.65036,89,9,0,1,3,33_901,5871842.462,0,0,0,0,1616,Shrub,10,222,10,222,11,11,11,11,5.803240895,0.456385329,2611456
840,33,902,LOST RIVER,1,43.5493493,-113.0094549,89,9,0,1,3,33_902,5931620.279,0,0,0,0,1527.333333,Shrub,14,233,14,233,10,10,12,10.5,6.757945802,0.392716527,2332747.111
